name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington DC,2011-01-11,0.9,-2.5,-0.9,0.9,-6.3,-2.9,-6.4,67.4,2.781,100,25,"rain,snow",0.3,0.1,,12.6,31.3,1020.9,98.3,12.5,68.7,6,3,,2011-01-11T07:26:29,2011-01-11T17:05:48,0.24,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-12,1.7,-3.1,-0.6,-3.4,-8.4,-5.6,-7.2,63.1,0,0,0,,0.2,0.4,65.1,38.9,286,1013,77.9,15.8,90.1,7.8,4,,2011-01-12T07:26:15,2011-01-12T17:06:49,0.25,Partially cloudy,Partly cloudy throughout the day.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-13,2.7,-3.1,-0.9,-1.9,-8.4,-6.3,-10.7,47.8,0,0,0,,0,0,51.1,29.2,311.3,1025.6,38.1,16,112.1,9.7,5,,2011-01-13T07:25:59,2011-01-13T17:07:51,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-14,2.7,-4.1,-1.3,0.4,-9.3,-4,-9.6,54.2,0,0,0,,0,0,38.1,25.1,308.3,1029.3,68.5,16,100.1,8.7,5,,2011-01-14T07:25:41,2011-01-14T17:08:54,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-15,7.8,-2.5,2.5,5.5,-6,0.2,-7.1,50.7,0,0,0,,0,0,27.7,19.8,194.1,1019.9,85.7,16,118.4,10.3,5,,2011-01-15T07:25:21,2011-01-15T17:09:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-16,5,-0.3,2.4,3.9,-3.7,-0.8,-7.4,48.9,0,0,0,,0,0,40.7,23.5,340.3,1020.4,79.8,16,125.7,11,5,,2011-01-16T07:24:59,2011-01-16T17:11:02,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-17,0.7,-1.9,-0.3,-2.8,-6.9,-4.2,-8.8,53.9,3.339,100,12.5,"rain,snow",0,0,,17.7,56.7,1024.9,99.5,14.9,93.9,8.3,4,,2011-01-17T07:24:35,2011-01-17T17:12:07,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-18,2,-1.2,0.7,1.7,-6.4,-3,-1,88.3,7.296,100,29.17,"rain,snow",0,0,35.3,21.4,333.1,1011.7,100,9,45.3,4,2,,2011-01-18T07:24:08,2011-01-18T17:13:13,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-19,10.9,1.7,5.3,10.9,-0.8,3.5,1,76.2,0.556,100,12.5,"rain,snow",0,0,47.4,30.7,310.5,1010.1,82.1,10.7,124.2,10.7,5,,2011-01-19T07:23:40,2011-01-19T17:14:20,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-20,6.8,1.8,4,5.7,-2.5,0.8,-4.5,54.3,0,0,0,,0,0,33.5,25.1,293.1,1016.4,92.1,16,119.2,10.3,5,,2011-01-20T07:23:10,2011-01-20T17:15:27,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-21,3.1,-6.1,-0.3,2,-13.5,-5.8,-11.3,46.2,0.311,100,8.33,"rain,snow",0,0,56.7,38.5,299.7,1009.9,63.2,15.8,141.9,12.3,6,,2011-01-21T07:22:37,2011-01-21T17:16:34,0.56,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-22,-3,-8.2,-6.2,-3.3,-15.6,-10.8,-17.6,41,0,0,0,,0,0,38.5,25.6,333.4,1016.5,66.8,16,65.6,5.6,3,,2011-01-22T07:22:03,2011-01-22T17:17:42,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-23,-1,-8.3,-4.5,-7.1,-12.9,-9.6,-15.2,45.1,0,0,0,,0,0,40.3,30.6,319.2,1020.7,50,16,124.5,10.8,5,,2011-01-23T07:21:27,2011-01-23T17:18:50,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-24,-1.1,-8.5,-4.4,-4.9,-13.4,-8.2,-13.4,50,0,0,0,,0,0,,16.3,146.5,1030.1,53,16,97.1,8.3,3,,2011-01-24T07:20:49,2011-01-24T17:19:59,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-25,7.1,-2,2,7.1,-6.7,-0.6,-4.7,62.5,0,0,0,,0,0,,17.6,168,1021.7,91.2,16,90.7,7.8,4,,2011-01-25T07:20:08,2011-01-25T17:21:08,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-26,2.8,0.4,1.4,0.3,-5.4,-3.1,-0.3,88.8,37.998,100,75,"rain,snow",1.2,0.4,46,31.7,12.7,1009,99.9,5.3,36.3,3.1,2,,2011-01-26T07:19:27,2011-01-26T17:22:17,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-27,2.7,-0.3,1.3,0.9,-4.4,-2.1,-4,68.7,0.011,100,4.17,"rain,snow",0.7,1.7,42.3,32.7,300.8,1012.9,87.3,16,136.9,11.7,6,,2011-01-27T07:18:43,2011-01-27T17:23:26,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-28,3,-1,1,1.7,-4.2,-1.5,-2.2,79.3,1.791,100,16.67,"rain,snow",0,1.3,31.3,23.4,230.3,1011.3,97.1,12.3,57.4,5,2,,2011-01-28T07:17:57,2011-01-28T17:24:36,0.81,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-29,2.9,-1.4,0.7,2.9,-4.4,-2,-5.1,65.4,0,0,0,,0,1,,24,257.1,1015.3,67.8,16,132.3,11.6,6,,2011-01-29T07:17:10,2011-01-29T17:25:45,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-30,5.9,-2.6,1.4,5.9,-3.9,0.2,-3.1,73.1,0,0,0,,0,0.9,,17.2,11,1021.1,80.5,14,109.9,9.7,4,,2011-01-30T07:16:21,2011-01-30T17:26:55,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-01-31,2.8,-1.2,-0.4,-0.8,-6.6,-4.1,-7.1,60.9,0.036,100,4.17,"rain,snow",0,0.9,113,21.3,42.8,1030.3,91.1,15.8,115.3,9.9,5,,2011-01-31T07:15:30,2011-01-31T17:28:05,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-01,3,-2,0.4,3,-3.9,-0.6,-2.1,83.6,1.107,100,4.17,"rain,snow",0,0.8,,12.7,67.9,1023.8,100,9.7,47.2,4.1,2,,2011-02-01T07:14:37,2011-02-01T17:29:15,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-02,11,1,4.1,11,-3.6,1.1,-0.1,77.4,17.198,100,37.5,"rain,snow",0,0.5,62.5,37.6,325.5,1011.8,75.5,10.1,132.3,11.4,6,,2011-02-02T07:13:43,2011-02-02T17:30:25,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-03,2,-1.9,0.2,0.6,-8.3,-4.3,-10.5,44.6,0,0,0,,0,0.3,58.7,33.7,310.3,1028.7,75.8,16,143.4,12.3,6,,2011-02-03T07:12:47,2011-02-03T17:31:35,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-04,5.6,-2.4,1.3,2.7,-5.4,-0.9,-6.2,58,0.143,100,4.17,"rain,snow",0,0.1,,15.9,187.4,1025.9,90,16,78.3,6.8,3,,2011-02-04T07:11:50,2011-02-04T17:32:44,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-05,5.8,1,2.6,2.5,-1.3,0.3,1.5,93.1,3.654,100,37.5,"rain,snow",0,0.1,55.4,18.4,192.3,1008.9,90.2,9,40.8,3.6,2,,2011-02-05T07:10:51,2011-02-05T17:33:54,0.09,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-06,8.2,2.7,5.1,8,-1.3,3,-2.7,57.5,0.036,100,4.17,rain,0,0,40.7,26.8,315,1014.4,57.8,16,162,13.9,6,,2011-02-06T07:09:50,2011-02-06T17:35:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-07,10,-1.1,4.4,9.4,-1.1,3.8,0,74.7,0,0,0,,0,0,,10.5,148.2,1013.6,72.9,15,111.4,9.7,6,,2011-02-07T07:08:48,2011-02-07T17:36:13,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-08,5,-3.3,2,4.9,-9.8,-3,-7.2,53.9,0.655,100,33.33,"rain,snow",0,0,55.2,38,303.9,1013.7,67.9,15.9,154.6,13.4,6,,2011-02-08T07:07:45,2011-02-08T17:37:23,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-09,0.7,-6.9,-2.6,-3.6,-11.7,-6.9,-12.3,49.5,0.311,100,8.33,"rain,snow",0,0,38.3,23.6,232.4,1024.9,64.1,14.7,111.5,9.9,5,,2011-02-09T07:06:40,2011-02-09T17:38:32,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-10,0.9,-4.2,-1.9,-2.3,-11.3,-6.3,-13.1,45,0,0,0,,0,0,46.4,27.6,329.6,1020,40.8,15.5,173,14.9,7,,2011-02-10T07:05:34,2011-02-10T17:39:41,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-11,6.8,-5.4,-0.3,6.1,-8.5,-2,-9.7,52.7,0,0,0,,0,0,,15.8,180.5,1021.1,15.1,16,180.8,15.5,7,,2011-02-11T07:04:26,2011-02-11T17:40:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-12,8.1,-4.4,1.8,4.9,-7.9,-1,-7.4,55,0,0,0,,0,0,50.2,34.3,279.5,1017.5,40.7,16,172.3,14.8,7,,2011-02-12T07:03:17,2011-02-12T17:41:58,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-13,12.1,0.5,6.4,12.1,-2.7,5,-5,47.1,0,0,0,,0,0,46.4,31.1,197.7,1017.9,78.6,16,161.5,14.1,7,,2011-02-13T07:02:07,2011-02-13T17:43:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-14,20.8,6.7,11.7,20.8,2.1,9.8,-3.1,37.4,1.874,100,37.5,rain,0,0,71.3,43.6,267.4,1007.9,40,16,179.9,15.6,7,,2011-02-14T07:00:55,2011-02-14T17:44:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-15,7.8,0.7,4.1,5.8,-4.8,0.4,-11.8,31.8,0.727,100,16.67,rain,0,0,73.5,50.5,323.2,1027.2,35.1,16,190.8,16.5,7,,2011-02-15T06:59:42,2011-02-15T17:45:22,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-16,14.1,0.4,6.5,14.1,-3.7,4.2,-5.6,43,0,0,0,,0,0,40.5,27.1,197.2,1027,52.4,16,153.2,13.1,7,,2011-02-16T06:58:28,2011-02-16T17:46:30,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-17,21.1,5.9,12.7,21.1,4,12,2.3,50.5,0,0,0,,0,0,33.6,25.3,181.3,1020.2,83.8,16,171.3,14.8,7,,2011-02-17T06:57:13,2011-02-17T17:47:37,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-18,24.1,12,17.1,24.1,12,17.1,5.1,51.6,0.109,100,8.33,rain,0,0,57.2,37.9,232.8,1012.4,62.6,16,147.5,12.6,6,,2011-02-18T06:55:57,2011-02-18T17:48:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-19,14.9,4.9,10.9,14.9,-0.1,9.4,-12.5,19,7.971,100,83.33,rain,0,0,85,52.6,302.9,1014.9,9.1,16,197.1,17,7,,2011-02-19T06:54:40,2011-02-19T17:49:50,0.55,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-20,8.9,-0.1,4.9,8.9,-4.8,1.9,-7.6,41.1,0.392,100,12.5,"rain,snow",0,0,59.8,36.9,323.4,1022.4,60.9,16,163.5,14.2,7,,2011-02-20T06:53:21,2011-02-20T17:50:57,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-21,11.8,-0.1,6.1,11.8,-6.5,2.9,-1.7,60.5,2.119,100,25,"rain,snow",0,0,44.8,29.6,28,1008.1,98.1,14.6,72.4,6.2,4,,2011-02-21T06:52:02,2011-02-21T17:52:03,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-22,2.8,-3.1,-0.5,-0.6,-9.3,-4.9,-6.6,65.6,3.211,100,20.83,"rain,snow",0.2,0.1,35.3,28.9,4.4,1019.6,92.6,13.9,171.2,15,7,,2011-02-22T06:50:41,2011-02-22T17:53:08,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-23,7.8,-3.4,1.7,7.8,-7.6,-0.2,-10,43.4,0,0,0,,0,0,,12.2,13.3,1027.2,31.4,16,203.2,17.6,7,,2011-02-23T06:49:20,2011-02-23T17:54:14,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-24,11.7,-0.4,5.4,11.7,-3.5,2.6,0.1,69.8,0.873,100,20.83,rain,0,0,43.9,28.6,185.9,1021.1,64.4,15.7,107.5,9.4,5,,2011-02-24T06:47:58,2011-02-24T17:55:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-25,18.9,3.8,9,18.9,-1,6.7,3.8,73.1,18.725,100,66.67,rain,0,0,92.1,59.1,281.5,1006,85.9,11.8,128.8,10.9,6,,2011-02-25T06:46:35,2011-02-25T17:56:23,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-26,9.1,1.8,5,6.5,-3.2,2.5,-3.8,54.2,0,0,0,,0,0,37.1,23.5,186,1020.7,69.9,16,149.3,13,6,,2011-02-26T06:45:11,2011-02-26T17:57:28,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-27,14.8,2.6,7.9,14.8,0,6.9,1.9,68.3,0,0,0,,0,0,,18,163,1015,80.8,16,164.2,14.1,7,,2011-02-27T06:43:46,2011-02-27T17:58:32,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-02-28,21.2,7.1,11.2,21.2,3.1,10.1,9.1,88.2,15.146,100,62.5,rain,0,0,55.3,37.1,235,1008.2,93.4,11.8,108,9.3,5,,2011-02-28T06:42:21,2011-02-28T17:59:36,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-01,7.9,0.8,4.2,7.9,-4.5,1.2,-4.8,53.5,1.393,100,12.5,"rain,snow",0,0,44,30.9,342.1,1024.3,20.2,16,220.4,18.9,8,,2011-03-01T06:40:54,2011-03-01T18:00:39,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-02,17.8,1,7.6,17.8,-2.5,4.9,-4.9,45.5,0.022,100,4.17,rain,0,0,52.9,35.4,270.5,1023.1,27.1,16,215.7,18.6,8,,2011-03-02T06:39:27,2011-03-02T18:01:42,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-03,4,-3,0.6,4,-10,-3,-14.3,32.6,0,0,0,,0,0,46.8,31.3,14.9,1036.5,58.6,16,222.3,19.2,8,,2011-03-03T06:38:00,2011-03-03T18:02:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-04,9.1,-1.1,4,7,-4.7,0.9,-3.1,61.5,0,0,0,,0,0,29.5,20.3,160.3,1036.3,86.8,16,193.4,16.6,7,,2011-03-04T06:36:31,2011-03-04T18:03:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-05,15.2,5,10.4,15.2,1.9,9.1,6.5,78.4,0,0,0,,0,0,42.5,23.9,173.9,1026.2,97.8,15.7,116.2,10,4,,2011-03-05T06:35:03,2011-03-05T18:04:50,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-06,14.3,2,10.1,14.3,-4,8.6,9.2,94.3,35.548,100,66.67,rain,0,0,55.1,35.2,203.1,1010.4,99.4,13,46.4,3.9,2,,2011-03-06T06:33:33,2011-03-06T18:05:52,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-07,8.2,0.9,4,4.8,-6.5,-0.5,-5,56.5,0.7,100,16.67,"rain,snow",0,0,68.3,45.7,327,1018.7,46.6,15.4,230.9,19.9,8,,2011-03-07T06:32:03,2011-03-07T18:06:53,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-08,10,-0.2,5.4,10,-3.3,3.9,-7.3,42.8,0,0,0,,0,0,25.9,14.4,70.4,1031.9,64.6,16,185.3,16.1,7,,2011-03-08T06:30:33,2011-03-08T18:07:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-09,8.9,2,5.7,6,-0.7,3,2,77.5,0.457,100,4.17,rain,0,0,37.1,25.1,103.6,1030.4,94.2,15.9,89.1,7.6,4,,2011-03-09T06:29:02,2011-03-09T18:08:56,0.16,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-10,13.2,7.9,10.6,13.2,5.2,9.6,10.3,98.1,36.447,100,100,rain,0,0,63.9,30.8,146.5,1012.5,99.8,10.2,38,3.2,1,,2011-03-10T06:27:30,2011-03-10T18:09:57,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-11,8.9,4.1,6.9,8,0.5,4.3,0.6,66.1,0.739,100,16.67,rain,0,0,33.5,23.7,314.6,1011.1,91.3,15.6,209,18,8,,2011-03-11T06:25:58,2011-03-11T18:10:57,0.23,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-12,14.2,1.7,7.4,14.2,-2.4,5.6,-0.3,59.5,0.022,100,4.17,rain,0,0,55.2,32.9,207.4,1013.5,38.9,16,186.2,16.2,6,,2011-03-12T06:24:26,2011-03-12T18:11:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2011-03-13,15,5.7,10.4,15,1.9,9.4,0.7,52.3,0,0,0,,0,0,42,27.3,340.3,1018.5,41.5,16,243.5,20.2,8,,2011-03-13T07:22:53,2011-03-13T19:12:58,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
